model,dataset,source,frame,status,gt_cx,gt_cy,gt_w_px,gt_h_px,sqrt_area_px,clutter,conf,iop
hardneg_v3more,antiuav,20190925,20190925_111757_1_9_visible_f000052.jpg,TP,0.4073,0.5745,104.0,65.0,82.22,7.7,0.8699,0.992
hardneg_v3more,antiuav,20190925,20190925_111757_1_9_visible_f000252.jpg,TP,0.3292,0.4917,96.0,62.0,77.15,213.0,0.8449,0.998
hardneg_v3more,antiuav,20190925,20190925_111757_1_9_visible_f000452.jpg,TP,0.5391,0.5125,90.0,59.0,72.87,9.0,0.8627,0.997
hardneg_v3more,antiuav,20190925,20190925_111757_1_9_visible_f000652.jpg,TP,0.5995,0.5167,100.0,62.0,78.74,7.4,0.8584,0.93
hardneg_v3more,antiuav,20190925,20190925_111757_1_9_visible_f000852.jpg,TP,0.5424,0.3116,97.0,59.0,75.65,172.7,0.8661,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_10_visible_f000052.jpg,TP,0.5547,0.4032,120.0,81.0,98.59,7.4,0.8635,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000088.jpg,TP,0.5951,0.4324,163.0,82.0,115.61,4.3,0.6295,0.929
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000088.jpg,FP,0.5944,0.4348,133.2,81.4,104.13,5.1,0.5749,0.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000088.jpg,FP,0.5943,0.4333,138.1,83.1,107.1,4.8,0.3061,0.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000288.jpg,TP,0.8596,0.4986,125.0,93.0,107.82,21.7,0.8738,0.921
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000288.jpg,FP,0.8559,0.4975,125.1,87.8,104.82,33.3,0.4468,0.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000488.jpg,TP,0.6206,0.4204,137.0,96.0,114.68,3.6,0.9001,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000688.jpg,TP,0.4466,0.4889,131.0,90.0,108.58,4.8,0.4823,0.981
hardneg_v3more,antiuav,20190925,20190925_124000_1_1_visible_f000888.jpg,TP,0.5708,0.5204,122.0,96.0,108.22,4.8,0.8981,0.907
hardneg_v3more,antiuav,20190925,20190925_124000_1_2_visible_f000088.jpg,TP,0.5586,0.2676,141.0,88.0,111.39,272.7,0.886,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_2_visible_f000088.jpg,FP,0.5615,0.2684,118.6,82.5,98.93,467.4,0.5864,0.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_2_visible_f000288.jpg,TP,0.5646,0.1653,136.0,97.0,114.86,91.3,0.8551,0.982
hardneg_v3more,antiuav,20190925,20190925_124000_1_2_visible_f000488.jpg,TP,0.5661,0.5148,126.0,100.0,112.25,4.8,0.8768,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_2_visible_f000688.jpg,TP,0.5823,0.494,132.0,87.0,107.16,3.8,0.8708,0.98
hardneg_v3more,antiuav,20190925,20190925_124000_1_2_visible_f000888.jpg,TP,0.4633,0.4185,131.0,90.0,108.58,3.2,0.8835,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_3_visible_f000088.jpg,TP,0.8516,0.4329,122.0,85.0,101.83,48.7,0.8661,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_3_visible_f000288.jpg,TP,0.6669,0.4565,135.0,84.0,106.49,158.3,0.8523,0.984
hardneg_v3more,antiuav,20190925,20190925_124000_1_3_visible_f000488.jpg,TP,0.4919,0.5537,129.0,88.0,106.55,4.1,0.8616,0.934
hardneg_v3more,antiuav,20190925,20190925_124000_1_3_visible_f000688.jpg,TP,0.5901,0.5088,122.0,83.0,100.63,4.4,0.8668,0.971
hardneg_v3more,antiuav,20190925,20190925_124000_1_3_visible_f000888.jpg,TP,0.6133,0.4074,109.0,84.0,95.69,3.0,0.8581,0.938
hardneg_v3more,antiuav,20190925,20190925_124000_1_4_visible_f000088.jpg,TP,0.5206,0.3574,115.0,74.0,92.25,40.2,0.859,0.804
hardneg_v3more,antiuav,20190925,20190925_124000_1_4_visible_f000288.jpg,TP,0.5219,0.0926,120.0,80.0,97.98,3.8,0.8555,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_4_visible_f000488.jpg,TP,0.5216,0.3282,123.0,77.0,97.32,107.0,0.8616,0.97
hardneg_v3more,antiuav,20190925,20190925_124000_1_4_visible_f000688.jpg,TP,0.5221,0.5185,129.0,94.0,110.12,9.0,0.8051,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_4_visible_f000888.jpg,TP,0.4323,0.5412,132.0,75.0,99.5,10.6,0.8075,0.952
hardneg_v3more,antiuav,20190925,20190925_124000_1_5_visible_f000088.jpg,TP,0.6182,0.5519,130.0,80.0,101.98,9.9,0.8432,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_5_visible_f000288.jpg,TP,0.4898,0.5884,125.0,81.0,100.62,5.9,0.8233,0.984
hardneg_v3more,antiuav,20190925,20190925_124000_1_5_visible_f000488.jpg,TP,0.5901,0.6037,112.0,86.0,98.14,11.2,0.8375,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_5_visible_f000688.jpg,TP,0.3688,0.4806,128.0,86.0,104.92,4.6,0.7393,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_5_visible_f000888.jpg,TP,0.5609,0.5435,126.0,80.0,100.4,3.1,0.8514,0.994
hardneg_v3more,antiuav,20190925,20190925_124000_1_6_visible_f000088.jpg,TP,0.456,0.444,99.0,73.0,85.01,4.2,0.8506,0.78
hardneg_v3more,antiuav,20190925,20190925_124000_1_6_visible_f000288.jpg,TP,0.3307,0.5593,116.0,68.0,88.81,239.1,0.8635,0.968
hardneg_v3more,antiuav,20190925,20190925_124000_1_6_visible_f000488.jpg,TP,0.3141,0.4847,116.0,81.0,96.93,349.4,0.8351,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_6_visible_f000688.jpg,TP,0.4872,0.4199,121.0,81.0,99.0,9.5,0.8138,0.951
hardneg_v3more,antiuav,20190925,20190925_124000_1_6_visible_f000888.jpg,TP,0.4128,0.4227,115.0,73.0,91.62,7.6,0.7968,0.899
hardneg_v3more,antiuav,20190925,20190925_124000_1_7_visible_f000088.jpg,TP,0.4044,0.3435,119.0,78.0,96.34,601.5,0.8594,0.942
hardneg_v3more,antiuav,20190925,20190925_124000_1_7_visible_f000088.jpg,FP,0.3938,0.538,51.2,40.0,45.29,28.6,0.3175,0.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_7_visible_f000288.jpg,TP,0.4508,0.4495,131.0,77.0,100.43,8.4,0.2757,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_7_visible_f000488.jpg,TP,0.3438,0.4199,114.0,73.0,91.23,156.2,0.8474,0.903
hardneg_v3more,antiuav,20190925,20190925_124000_1_7_visible_f000688.jpg,TP,0.4224,0.412,128.0,80.0,101.19,10.7,0.802,0.947
hardneg_v3more,antiuav,20190925,20190925_124000_1_7_visible_f000888.jpg,TP,0.4841,0.3481,137.0,68.0,96.52,48.3,0.8443,0.948
hardneg_v3more,antiuav,20190925,20190925_124000_1_8_visible_f000088.jpg,TP,0.2367,0.3472,121.0,76.0,95.9,8.7,0.8299,0.952
hardneg_v3more,antiuav,20190925,20190925_124000_1_8_visible_f000288.jpg,TP,0.5398,0.5264,109.0,75.0,90.42,14.8,0.7889,0.944
hardneg_v3more,antiuav,20190925,20190925_124000_1_8_visible_f000488.jpg,TP,0.4893,0.6921,129.0,83.0,103.47,186.0,0.8401,0.873
hardneg_v3more,antiuav,20190925,20190925_124000_1_8_visible_f000688.jpg,TP,0.4495,0.4931,124.0,91.0,106.23,3.5,0.4527,1.0
hardneg_v3more,antiuav,20190925,20190925_124000_1_8_visible_f000888.jpg,TP,0.3578,0.4111,126.0,92.0,107.67,222.5,0.8718,0.99
hardneg_v3more,antiuav,20190925,20190925_124000_1_9_visible_f000088.jpg,TP,0.6852,0.363,97.0,80.0,88.09,879.8,0.8846,0.84
hardneg_v3more,antiuav,20190925,20190925_124000_1_9_visible_f000288.jpg,TP,0.2971,0.3838,115.0,85.0,98.87,311.0,0.8825,0.978
hardneg_v3more,antiuav,20190925,20190925_124000_1_9_visible_f000488.jpg,TP,0.3599,0.4231,100.0,86.0,92.74,7.0,0.8095,0.853
hardneg_v3more,antiuav,20190925,20190925_124000_1_9_visible_f000688.jpg,TP,0.5073,0.3986,108.0,77.0,91.19,16.8,0.827,0.997
hardneg_v3more,antiuav,20190925,20190925_124000_1_9_visible_f000888.jpg,TP,0.2901,0.4495,120.0,83.0,99.8,488.7,0.8318,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_1_visible_f000088.jpg,TP,0.4703,0.4097,134.0,77.0,101.58,6.3,0.8633,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_1_visible_f000288.jpg,TP,0.4464,0.413,128.0,76.0,98.63,5.0,0.8651,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_1_visible_f000488.jpg,TP,0.4958,0.4088,110.0,71.0,88.37,4.7,0.87,0.871
hardneg_v3more,antiuav,20190925,20190925_124612_1_1_visible_f000688.jpg,TP,0.3901,0.4713,126.0,72.0,95.25,5.3,0.8827,0.939
hardneg_v3more,antiuav,20190925,20190925_124612_1_1_visible_f000888.jpg,TP,0.2677,0.4778,128.0,68.0,93.3,865.6,0.8641,0.983
hardneg_v3more,antiuav,20190925,20190925_124612_1_2_visible_f000088.jpg,TP,0.4271,0.4144,128.0,71.0,95.33,4.0,0.8573,0.948
hardneg_v3more,antiuav,20190925,20190925_124612_1_2_visible_f000288.jpg,TP,0.4372,0.3787,131.0,72.0,97.12,9.0,0.8566,0.991
hardneg_v3more,antiuav,20190925,20190925_124612_1_2_visible_f000688.jpg,TP,0.5544,0.4968,137.0,75.0,101.37,5.9,0.8542,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_2_visible_f000888.jpg,TP,0.5305,0.4449,115.0,79.0,95.32,4.1,0.8492,0.968
hardneg_v3more,antiuav,20190925,20190925_124612_1_3_visible_f000088.jpg,TP,0.469,0.4681,109.0,67.0,85.46,5.5,0.614,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_3_visible_f000488.jpg,FP,0.5057,0.414,59.5,46.7,52.71,2.0,0.4722,0.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_3_visible_f000888.jpg,TP,0.3354,0.3616,124.0,71.0,93.83,844.7,0.8667,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_4_visible_f000088.jpg,TP,0.4365,0.4366,98.0,73.0,84.58,5.6,0.8732,0.968
hardneg_v3more,antiuav,20190925,20190925_124612_1_4_visible_f000288.jpg,TP,0.3914,0.4796,123.0,78.0,97.95,3.8,0.8582,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_4_visible_f000488.jpg,TP,0.5878,0.4736,117.0,79.0,96.14,4.6,0.8533,0.996
hardneg_v3more,antiuav,20190925,20190925_124612_1_4_visible_f000688.jpg,TP,0.4557,0.4273,102.0,69.0,83.89,6.2,0.887,0.927
hardneg_v3more,antiuav,20190925,20190925_124612_1_4_visible_f000888.jpg,TP,0.6534,0.438,107.0,76.0,90.18,168.6,0.8903,0.938
hardneg_v3more,antiuav,20190925,20190925_124612_1_5_visible_f000088.jpg,TP,0.5651,0.4903,130.0,71.0,96.07,5.2,0.8832,0.981
hardneg_v3more,antiuav,20190925,20190925_124612_1_5_visible_f000288.jpg,TP,0.5513,0.3944,123.0,76.0,96.68,3.7,0.8769,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_5_visible_f000488.jpg,TP,0.4904,0.469,105.0,73.0,87.55,5.3,0.865,0.976
hardneg_v3more,antiuav,20190925,20190925_124612_1_5_visible_f000688.jpg,TP,0.6052,0.4829,116.0,73.0,92.02,5.3,0.8663,0.982
hardneg_v3more,antiuav,20190925,20190925_124612_1_5_visible_f000888.jpg,TP,0.5909,0.5005,109.0,71.0,87.97,3.9,0.8437,0.991
hardneg_v3more,antiuav,20190925,20190925_124612_1_6_visible_f000088.jpg,TP,0.5263,0.5394,115.0,71.0,90.36,5.3,0.8577,0.928
hardneg_v3more,antiuav,20190925,20190925_124612_1_6_visible_f000288.jpg,TP,0.5547,0.5398,136.0,72.0,98.95,4.2,0.8696,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_6_visible_f000488.jpg,TP,0.5437,0.5005,108.0,65.0,83.79,6.3,0.8676,0.914
hardneg_v3more,antiuav,20190925,20190925_124612_1_6_visible_f000688.jpg,TP,0.5422,0.256,126.0,71.0,94.58,340.6,0.8736,0.958
hardneg_v3more,antiuav,20190925,20190925_124612_1_6_visible_f000888.jpg,TP,0.5938,0.4319,130.0,75.0,98.74,3.6,0.8661,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_7_visible_f000088.jpg,TP,0.6766,0.4579,128.0,77.0,99.28,238.2,0.8914,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_7_visible_f000288.jpg,TP,0.7281,0.4528,120.0,74.0,94.23,495.6,0.8786,0.956
hardneg_v3more,antiuav,20190925,20190925_124612_1_7_visible_f000488.jpg,TP,0.5826,0.5444,125.0,80.0,100.0,6.6,0.8493,0.943
hardneg_v3more,antiuav,20190925,20190925_124612_1_7_visible_f000688.jpg,TP,0.407,0.5167,135.0,78.0,102.62,6.2,0.8725,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_7_visible_f000888.jpg,TP,0.5479,0.5306,130.0,76.0,99.4,3.1,0.864,1.0
hardneg_v3more,antiuav,20190925,20190925_124612_1_8_visible_f000088.jpg,TP,0.463,0.5856,124.0,79.0,98.97,6.6,0.8685,0.963
hardneg_v3more,antiuav,20190925,20190925_124612_1_8_visible_f000288.jpg,TP,0.4398,0.5106,135.0,77.0,101.96,4.7,0.8316,0.983
hardneg_v3more,antiuav,20190925,20190925_124612_1_8_visible_f000488.jpg,TP,0.5724,0.5606,120.0,77.0,96.12,4.9,0.8659,0.943
hardneg_v3more,antiuav,20190925,20190925_124612_1_8_visible_f000688.jpg,TP,0.5,0.5889,132.0,74.0,98.83,5.4,0.8494,0.957
hardneg_v3more,antiuav,20190925,20190925_124612_1_8_visible_f000888.jpg,TP,0.4674,0.5778,135.0,74.0,99.95,3.7,0.8369,0.997
hardneg_v3more,antiuav,20190925,20190925_134301_1_1_visible_f000165.jpg,TP,0.338,0.4718,74.0,55.0,63.8,36.9,0.8315,0.953
hardneg_v3more,antiuav,20190925,20190925_134301_1_1_visible_f000365.jpg,TP,0.4727,0.4977,59.0,53.0,55.92,2.7,0.8359,0.761
hardneg_v3more,antiuav,20190925,20190925_134301_1_1_visible_f000565.jpg,TP,0.3641,0.5069,62.0,53.0,57.32,21.0,0.8252,0.687
hardneg_v3more,antiuav,20190925,20190925_134301_1_1_visible_f000765.jpg,TP,0.3794,0.4819,89.0,67.0,77.22,5.2,0.8433,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_1_visible_f000765.jpg,FP,0.1794,0.7621,25.7,21.6,23.56,0.4,0.5393,0.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_1_visible_f000965.jpg,TP,0.5674,0.3963,65.0,58.0,61.4,5.4,0.8409,0.921
hardneg_v3more,antiuav,20190925,20190925_134301_1_2_visible_f000165.jpg,TP,0.5276,0.4273,74.0,73.0,73.5,5.2,0.8323,0.971
hardneg_v3more,antiuav,20190925,20190925_134301_1_2_visible_f000365.jpg,TP,0.5766,0.4634,74.0,57.0,64.95,5.5,0.8564,0.946
hardneg_v3more,antiuav,20190925,20190925_134301_1_2_visible_f000565.jpg,TP,0.4844,0.7102,74.0,62.0,67.73,513.5,0.7903,0.8
hardneg_v3more,antiuav,20190925,20190925_134301_1_2_visible_f000765.jpg,TP,0.7974,0.6681,74.0,65.0,69.35,4.1,0.7802,0.903
hardneg_v3more,antiuav,20190925,20190925_134301_1_2_visible_f000765.jpg,FP,0.4386,0.6289,57.7,52.0,54.79,4.9,0.5965,0.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_2_visible_f000965.jpg,FN,0.6966,0.6292,83.0,69.0,75.68,434.1,0.0,0.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_3_visible_f000365.jpg,TP,0.3518,0.5681,87.0,77.0,81.85,3.2,0.81,0.994
hardneg_v3more,antiuav,20190925,20190925_134301_1_3_visible_f000565.jpg,TP,0.3914,0.2981,79.0,60.0,68.85,639.9,0.8311,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_3_visible_f000765.jpg,TP,0.4076,0.4694,83.0,62.0,71.74,4.3,0.8393,0.965
hardneg_v3more,antiuav,20190925,20190925_134301_1_3_visible_f000965.jpg,TP,0.4917,0.6023,84.0,57.0,69.2,5.6,0.8421,0.789
hardneg_v3more,antiuav,20190925,20190925_134301_1_4_visible_f000165.jpg,TP,0.4617,0.5028,91.0,66.0,77.5,4.0,0.8614,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_4_visible_f000365.jpg,TP,0.3503,0.5514,97.0,71.0,82.99,103.0,0.8531,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_4_visible_f000565.jpg,TP,0.5138,0.5681,81.0,61.0,70.29,20.0,0.8178,0.909
hardneg_v3more,antiuav,20190925,20190925_134301_1_4_visible_f000765.jpg,TP,0.3102,0.5319,81.0,63.0,71.44,414.1,0.8394,0.945
hardneg_v3more,antiuav,20190925,20190925_134301_1_4_visible_f000965.jpg,TP,0.4917,0.4898,98.0,58.0,75.39,5.1,0.8499,0.946
hardneg_v3more,antiuav,20190925,20190925_134301_1_5_visible_f000165.jpg,TP,0.4359,0.4727,82.0,67.0,74.12,3.2,0.8609,0.961
hardneg_v3more,antiuav,20190925,20190925_134301_1_5_visible_f000365.jpg,TP,0.4076,0.4491,79.0,62.0,69.99,4.9,0.8476,0.744
hardneg_v3more,antiuav,20190925,20190925_134301_1_5_visible_f000565.jpg,TP,0.3966,0.425,73.0,68.0,70.46,2.6,0.8076,0.942
hardneg_v3more,antiuav,20190925,20190925_134301_1_5_visible_f000765.jpg,TP,0.3789,0.5676,75.0,60.0,67.08,2.0,0.6501,0.939
hardneg_v3more,antiuav,20190925,20190925_134301_1_6_visible_f000565.jpg,TP,0.4771,0.6097,76.0,59.0,66.96,8.8,0.5325,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_6_visible_f000965.jpg,TP,0.3799,0.3769,79.0,70.0,74.36,1.7,0.5756,0.972
hardneg_v3more,antiuav,20190925,20190925_134301_1_8_visible_f000165.jpg,TP,0.462,0.437,84.0,70.0,76.68,2.4,0.8256,0.939
hardneg_v3more,antiuav,20190925,20190925_134301_1_8_visible_f000565.jpg,TP,0.6562,0.4801,86.0,75.0,80.31,18.5,0.8408,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_8_visible_f000765.jpg,TP,0.6602,0.4856,79.0,65.0,71.66,21.9,0.8462,0.891
hardneg_v3more,antiuav,20190925,20190925_134301_1_8_visible_f000965.jpg,TP,0.4992,0.456,83.0,73.0,77.84,3.2,0.5844,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_9_visible_f000165.jpg,TP,0.569,0.4532,77.0,65.0,70.75,4.4,0.8499,1.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_9_visible_f000365.jpg,TP,0.4792,0.5736,80.0,59.0,68.7,6.1,0.8547,0.861
hardneg_v3more,antiuav,20190925,20190925_134301_1_9_visible_f000565.jpg,FN,0.474,0.5509,70.0,58.0,63.72,5.6,0.0,0.0
hardneg_v3more,antiuav,20190925,20190925_134301_1_9_visible_f000565.jpg,FP,0.5018,0.5485,84.7,61.2,71.98,5.0,0.8522,0.0
hardneg_v3more,antiuav,20190925,20190925_193610_1_1_visible_f000146.jpg,TP,0.5508,0.4315,61.0,32.0,44.18,18.0,0.8475,0.848
hardneg_v3more,antiuav,20190925,20190925_193610_1_1_visible_f000346.jpg,TP,0.5531,0.1727,70.0,31.0,46.58,15.0,0.8357,0.835
hardneg_v3more,antiuav,20190925,20190925_193610_1_1_visible_f000546.jpg,TP,0.563,0.2176,58.0,32.0,43.08,27.9,0.8645,0.673
hardneg_v3more,antiuav,20190925,20190925_193610_1_1_visible_f000746.jpg,TP,0.4289,0.4495,69.0,33.0,47.72,14.2,0.8583,0.945
hardneg_v3more,antiuav,20190925,20190925_193610_1_2_visible_f000013.jpg,TP,0.4927,0.4931,70.0,31.0,46.58,12.3,0.8529,0.847
hardneg_v3more,antiuav,20190925,20190925_193610_1_2_visible_f000213.jpg,TP,0.5102,0.5468,43.0,47.0,44.96,14.6,0.862,0.927
hardneg_v3more,antiuav,20190925,20190925_193610_1_2_visible_f000413.jpg,TP,0.4448,0.5532,30.0,49.0,38.34,8.3,0.7962,0.942
hardneg_v3more,antiuav,20190925,20190925_193610_1_2_visible_f000613.jpg,FN,0.3792,0.3542,32.0,45.0,37.95,11.8,0.0,0.0
hardneg_v3more,antiuav,20190925,20190925_193610_1_2_visible_f000813.jpg,TP,0.201,0.287,34.0,42.0,37.79,9.5,0.8517,0.887
hardneg_v3more,antiuav,20190925,20190925_193610_1_3_visible_f000081.jpg,TP,0.3372,0.4037,31.0,46.0,37.76,7.0,0.6366,0.829
hardneg_v3more,antiuav,20190925,20190925_193610_1_3_visible_f000281.jpg,TP,0.5568,0.3153,34.0,45.0,39.12,9.1,0.8455,0.945
hardneg_v3more,antiuav,20190925,20190925_193610_1_3_visible_f000481.jpg,TP,0.3826,0.4634,39.0,45.0,41.89,8.4,0.8596,0.985
hardneg_v3more,antiuav,20190925,20190925_193610_1_3_visible_f000681.jpg,TP,0.4219,0.4894,36.0,51.0,42.85,8.8,0.7536,0.89
hardneg_v3more,antiuav,20190925,20190925_193610_1_3_visible_f000881.jpg,TP,0.2862,0.4347,37.0,39.0,37.99,180.3,0.8628,0.895
hardneg_v3more,antiuav,20190925,20190925_193610_1_4_visible_f000131.jpg,TP,0.4456,0.4278,39.0,32.0,35.33,11.8,0.8461,0.822
hardneg_v3more,antiuav,20190925,20190925_193610_1_4_visible_f000331.jpg,TP,0.2497,0.3144,39.0,43.0,40.95,8.0,0.8711,0.906
hardneg_v3more,antiuav,20190925,20190925_193610_1_4_visible_f000531.jpg,TP,0.5786,0.3505,42.0,49.0,45.36,9.9,0.8479,0.961
hardneg_v3more,antiuav,20190925,20190925_193610_1_4_visible_f000731.jpg,TP,0.4818,0.3556,36.0,42.0,38.88,11.1,0.8754,0.784
hardneg_v3more,antiuav,20190925,20190925_193610_1_4_visible_f000931.jpg,TP,0.3914,0.1593,37.0,44.0,40.35,11.8,0.8683,0.616
hardneg_v3more,antiuav,20190925,20190925_193610_1_5_visible_f000188.jpg,TP,0.3802,0.3315,50.0,44.0,46.9,2513.7,0.8665,0.767
hardneg_v3more,antiuav,20190925,20190925_193610_1_5_visible_f000388.jpg,TP,0.413,0.3468,56.0,45.0,50.2,8.3,0.87,0.928
hardneg_v3more,antiuav,20190925,20190925_193610_1_5_visible_f000588.jpg,TP,0.4146,0.4356,62.0,39.0,49.17,11.8,0.8768,0.834
hardneg_v3more,antiuav,20190925,20190925_193610_1_5_visible_f000788.jpg,TP,0.4612,0.4856,59.0,45.0,51.53,8.6,0.8713,0.948
hardneg_v3more,antiuav,20190925,20190925_193610_1_6_visible_f000040.jpg,TP,0.4391,0.5042,60.0,43.0,50.79,9.0,0.8704,0.898
hardneg_v3more,antiuav,20190925,20190925_193610_1_6_visible_f000240.jpg,TP,0.3622,0.4194,59.0,42.0,49.78,12.0,0.8691,0.871
hardneg_v3more,antiuav,20190925,20190925_193610_1_6_visible_f000440.jpg,TP,0.5141,0.3866,66.0,45.0,54.5,14.7,0.8651,0.885
hardneg_v3more,antiuav,20190925,20190925_193610_1_6_visible_f000640.jpg,TP,0.2977,0.4532,73.0,45.0,57.32,16.1,0.8697,0.946
hardneg_v3more,antiuav,20190925,20190925_193610_1_6_visible_f000840.jpg,TP,0.4049,0.4477,61.0,43.0,51.22,9.1,0.8735,0.985
hardneg_v3more,antiuav,20190925,20190925_193610_1_7_visible_f000117.jpg,TP,0.5289,0.4458,55.0,41.0,47.49,8.4,0.8757,0.896
hardneg_v3more,antiuav,20190925,20190925_193610_1_7_visible_f000317.jpg,TP,0.4833,0.4731,20.0,24.0,21.91,14.9,0.6545,0.821
hardneg_v3more,antiuav,20190925,20190925_193610_1_7_visible_f000517.jpg,TP,0.4651,0.4981,54.0,42.0,47.62,10.1,0.8571,0.913
hardneg_v3more,antiuav,20190925,20190925_193610_1_7_visible_f000717.jpg,TP,0.344,0.444,59.0,41.0,49.18,9.1,0.8715,0.952
hardneg_v3more,antiuav,20190925,20190925_193610_1_7_visible_f000917.jpg,TP,0.4813,0.4958,56.0,47.0,51.3,7.2,0.8651,0.988
hardneg_v3more,antiuav,20190925,20190925_193610_1_8_visible_f000178.jpg,TP,0.5846,0.2755,57.0,37.0,45.92,844.7,0.8512,0.923
hardneg_v3more,antiuav,20190925,20190925_193610_1_8_visible_f000378.jpg,TP,0.3383,0.3727,57.0,39.0,47.15,9.8,0.8659,0.946
hardneg_v3more,antiuav,20190925,20190925_193610_1_8_visible_f000578.jpg,TP,0.4419,0.412,53.0,44.0,48.29,7.5,0.8697,0.951
hardneg_v3more,antiuav,20190925,20190925_193610_1_8_visible_f000778.jpg,TP,0.4526,0.3361,70.0,42.0,54.22,9.1,0.8657,0.971
hardneg_v3more,antiuav,20190925,20190925_193610_1_9_visible_f000057.jpg,TP,0.5193,0.3537,54.0,40.0,46.48,10.7,0.873,0.933
hardneg_v3more,antiuav,20190925,20190925_193610_1_9_visible_f000257.jpg,TP,0.4841,0.3319,53.0,39.0,45.46,221.3,0.7276,0.951
hardneg_v3more,antiuav,20190925,20190925_193610_1_9_visible_f000457.jpg,TP,0.3823,0.4727,50.0,41.0,45.28,12.2,0.8638,0.921
hardneg_v3more,antiuav,20190925,20190925_193610_1_9_visible_f000657.jpg,TP,0.4813,0.4375,50.0,37.0,43.01,10.7,0.8716,0.854
hardneg_v3more,antiuav,20190925,20190925_193610_1_9_visible_f000857.jpg,TP,0.612,0.5194,50.0,40.0,44.72,10.2,0.8639,0.964
hardneg_v3more,antiuav,20190925,20190925_200805_1_1_visible_f000168.jpg,TP,0.701,0.669,52.0,39.0,45.03,3770.2,0.3236,0.908
hardneg_v3more,antiuav,20190925,20190925_200805_1_1_visible_f000368.jpg,TP,0.593,0.7171,57.0,43.0,49.51,913.1,0.8059,0.985
hardneg_v3more,antiuav,20190925,20190925_200805_1_1_visible_f000568.jpg,TP,0.5398,0.5144,55.0,43.0,48.63,9.4,0.8768,0.859
hardneg_v3more,antiuav,20190925,20190925_200805_1_1_visible_f000768.jpg,TP,0.4734,0.5097,54.0,49.0,51.44,9.3,0.8728,0.954
hardneg_v3more,antiuav,20190925,20190925_200805_1_2_visible_f000018.jpg,TP,0.3852,0.4847,59.0,45.0,51.53,8.0,0.8749,0.983
hardneg_v3more,antiuav,20190925,20190925_200805_1_2_visible_f000218.jpg,TP,0.3922,0.5185,60.0,40.0,48.99,36.3,0.6255,0.99
hardneg_v3more,antiuav,20190925,20190925_200805_1_2_visible_f000218.jpg,FP,0.6482,0.7835,18.7,17.0,17.8,12.7,0.5517,0.0
hardneg_v3more,antiuav,20190925,20190925_200805_1_2_visible_f000418.jpg,TP,0.3135,0.5444,66.0,42.0,52.65,27.8,0.7327,0.974
hardneg_v3more,antiuav,20190925,20190925_200805_1_2_visible_f000618.jpg,TP,0.1602,0.5292,67.0,47.0,56.12,10.1,0.86,0.992
