image_path,category,n_dets,max_conf,mean_conf,is_hardneg
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__88cd522340.jpg,OTHER,1,0.7458,0.7458,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__88f548fbf6.jpg,OTHER,1,0.8635,0.8635,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__890a746662.jpg,OTHER,1,0.5029,0.5029,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__892d34ba51.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8937e6f6dd.jpg,OTHER,1,0.2795,0.2795,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__893e2c6349.jpg,OTHER,1,0.5927,0.5927,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89408cf5bc.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__895233b606.jpg,OTHER,1,0.8456,0.8456,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89565840ec.jpg,OTHER,1,0.6925,0.6925,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__895d508139.jpg,OTHER,1,0.8184,0.8184,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__897586b478.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__897b4a3ef2.jpg,OTHER,1,0.8321,0.8321,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__897ffff8f1.jpg,OTHER,1,0.6758,0.6758,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89a5f0cb64.jpg,OTHER,1,0.8691,0.8691,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89b991bce1.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89bbf2b534.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89cb09d76e.jpg,OTHER,1,0.6424,0.6424,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__89dfd99c8d.jpg,OTHER,1,0.7516,0.7516,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a0902b721.jpg,OTHER,1,0.8604,0.8604,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a1e491c5c.jpg,OTHER,1,0.8055,0.8055,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a2c1b1858.jpg,OTHER,1,0.7675,0.7675,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a2e857f33.jpg,OTHER,1,0.8191,0.8191,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a326b2ca7.jpg,OTHER,1,0.8428,0.8428,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a32d9e792.jpg,OTHER,1,0.2806,0.2806,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a3463f2e4.jpg,OTHER,1,0.524,0.524,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a41597385.jpg,OTHER,1,0.6602,0.6602,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a5048f365.jpg,OTHER,1,0.8088,0.8088,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a62fdaf17.jpg,OTHER,1,0.5637,0.5637,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a6351e850.jpg,OTHER,1,0.8807,0.8807,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a79098234.jpg,OTHER,1,0.8318,0.8318,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a81c71330.jpg,OTHER,1,0.8995,0.8995,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8a973e5099.jpg,OTHER,1,0.8183,0.8183,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8ac908b379.jpg,OTHER,1,0.6211,0.6211,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8af6b97ed1.jpg,OTHER,1,0.9104,0.9104,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8affc52f28.jpg,OTHER,1,0.8124,0.8124,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b041c3b92.jpg,OTHER,1,0.7303,0.7303,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b0fc0a8ec.jpg,OTHER,1,0.7349,0.7349,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b109dde9e.jpg,OTHER,1,0.8553,0.8553,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b1d2fda06.jpg,OTHER,1,0.8449,0.8449,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b2fd1c5d7.jpg,OTHER,1,0.802,0.802,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b4f9dfc36.jpg,OTHER,1,0.6931,0.6931,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b63e0d298.jpg,OTHER,1,0.6607,0.6607,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b86b1bbd0.jpg,OTHER,1,0.5252,0.5252,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b92f54413.jpg,OTHER,1,0.8375,0.8375,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b9675bd39.jpg,OTHER,1,0.6983,0.6983,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8b98985c3b.jpg,OTHER,1,0.7634,0.7634,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bab16d10c.jpg,OTHER,1,0.8318,0.8318,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bac3781ca.jpg,OTHER,1,0.8027,0.8027,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bb5f180ba.jpg,OTHER,1,0.8756,0.8756,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bbbd8ace5.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bc3361d8a.jpg,OTHER,1,0.7699,0.7699,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bcb6602b0.jpg,OTHER,1,0.8411,0.8411,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bdbf8e7cb.jpg,OTHER,1,0.7645,0.7645,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bf528eca2.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8bfaaf857b.jpg,OTHER,1,0.6478,0.6478,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c115fb319.jpg,OTHER,1,0.6312,0.6312,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c1829e75d.jpg,OTHER,1,0.8385,0.8385,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c1935924b.jpg,OTHER,1,0.8406,0.8406,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c1b19ef05.jpg,OTHER,1,0.8153,0.8153,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c2d4b5b20.jpg,OTHER,1,0.7605,0.7605,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c2ddce2d3.jpg,OTHER,1,0.8464,0.8464,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c4a247b90.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c5872cef9.jpg,OTHER,1,0.6429,0.6429,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c5bfe5815.jpg,OTHER,1,0.8085,0.8085,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c60c23556.jpg,OTHER,1,0.8301,0.8301,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c61003c44.jpg,OTHER,2,0.3142,0.2871,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c7ae65038.jpg,OTHER,1,0.5331,0.5331,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c7b36f90e.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c8507af97.jpg,OTHER,1,0.8938,0.8938,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c86a796c7.jpg,OTHER,2,0.7766,0.6564,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8c9d9275e3.jpg,OTHER,1,0.8389,0.8389,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8ca42a0127.jpg,OTHER,1,0.7883,0.7883,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8cbd590f32.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8cc5b7b96e.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8cd363bc4d.jpg,OTHER,1,0.8145,0.8145,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8ce4b84d4b.jpg,OTHER,1,0.6783,0.6783,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8ce52b9e0b.jpg,OTHER,1,0.7037,0.7037,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8cf075d7f1.jpg,OTHER,1,0.7992,0.7992,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d02037655.jpg,OTHER,1,0.5369,0.5369,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d0d9ec19b.jpg,OTHER,1,0.619,0.619,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d0e38ef80.jpg,OTHER,1,0.7753,0.7753,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d0e855c23.jpg,OTHER,1,0.8337,0.8337,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d1629e557.jpg,OTHER,1,0.3304,0.3304,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d1d7bd825.jpg,OTHER,1,0.6432,0.6432,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d25c990f3.jpg,OTHER,1,0.8049,0.8049,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d3da1a2e2.jpg,OTHER,1,0.7362,0.7362,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d462048bb.jpg,OTHER,1,0.8653,0.8653,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d66bddf61.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d69cc36c6.jpg,OTHER,1,0.8629,0.8629,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d6e43d8f1.jpg,OTHER,1,0.8937,0.8937,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d6f5c252e.jpg,OTHER,1,0.5165,0.5165,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d8af8d47e.jpg,OTHER,1,0.8033,0.8033,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8d9272fa16.jpg,OTHER,1,0.8359,0.8359,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8dac505ecf.jpg,OTHER,1,0.5326,0.5326,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8db3cbeede.jpg,OTHER,1,0.9333,0.9333,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8dc88aec1a.jpg,OTHER,1,0.8618,0.8618,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8dd518e066.jpg,OTHER,1,0.8912,0.8912,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8dd74c58ae.jpg,OTHER,1,0.5081,0.5081,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8de05be046.jpg,OTHER,1,0.4325,0.4325,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8de40a8ad2.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8deda89250.jpg,OTHER,1,0.7553,0.7553,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8def4a8e32.jpg,OTHER,1,0.5914,0.5914,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8df139cec9.jpg,OTHER,1,0.3978,0.3978,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8dfa46b475.jpg,OTHER,1,0.8107,0.8107,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e0718dcdd.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e1aefaeb1.jpg,OTHER,1,0.7063,0.7063,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e1c336a62.jpg,OTHER,1,0.8085,0.8085,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e1ef6638e.jpg,OTHER,1,0.8255,0.8255,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e27cd7a0c.jpg,OTHER,1,0.3118,0.3118,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e31866d2c.jpg,OTHER,1,0.8301,0.8301,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e5c0a28c8.jpg,OTHER,1,0.804,0.804,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e7895323e.jpg,OTHER,1,0.6025,0.6025,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e7ce989de.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8e9900312e.jpg,OTHER,2,0.5302,0.4227,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8eccdb91b1.jpg,OTHER,1,0.8079,0.8079,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8eea652f89.jpg,OTHER,1,0.8126,0.8126,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8ef6ca0c09.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f0170a91a.jpg,OTHER,1,0.8101,0.8101,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f1c61d43c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f2efce73b.jpg,OTHER,1,0.8088,0.8088,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f399b66af.jpg,OTHER,1,0.2564,0.2564,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f3bf65c5d.jpg,OTHER,1,0.3243,0.3243,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f40e66a7c.jpg,OTHER,1,0.5687,0.5687,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f6730331a.jpg,OTHER,1,0.6582,0.6582,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f6997dd62.jpg,OTHER,1,0.8417,0.8417,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8f85e85c34.jpg,OTHER,1,0.8442,0.8442,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fa7099a35.jpg,OTHER,1,0.7036,0.7036,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fbd72008f.jpg,OTHER,1,0.3556,0.3556,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fbe684a81.jpg,OTHER,1,0.8573,0.8573,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fc4a7602e.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fd89bbf1d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fd98feee7.jpg,OTHER,1,0.4046,0.4046,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8fe70898f0.jpg,OTHER,1,0.8623,0.8623,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8feab61a9f.jpg,OTHER,1,0.5354,0.5354,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__8ff4fd38e9.jpg,OTHER,1,0.4585,0.4585,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__900080f9fe.jpg,OTHER,1,0.8112,0.8112,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__900c107ad0.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__900f1681d6.jpg,OTHER,1,0.8697,0.8697,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__901107e8a7.jpg,OTHER,1,0.7367,0.7367,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9014a1061b.jpg,OTHER,1,0.9213,0.9213,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__904229c930.jpg,OTHER,1,0.7878,0.7878,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__905572f64b.jpg,OTHER,1,0.6769,0.6769,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__905de9051d.jpg,OTHER,1,0.7771,0.7771,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__905dee3123.jpg,OTHER,1,0.7657,0.7657,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9069024099.jpg,OTHER,1,0.3177,0.3177,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90861c149f.jpg,OTHER,1,0.8466,0.8466,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__908798a6ed.jpg,OTHER,1,0.8543,0.8543,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__909a6dc5af.jpg,OTHER,1,0.7119,0.7119,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90a6f759fa.jpg,OTHER,1,0.836,0.836,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90af44a53b.jpg,OTHER,1,0.9077,0.9077,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90c0ad50fe.jpg,OTHER,1,0.5371,0.5371,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90cb183b41.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90ccc2fded.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__90f45012f7.jpg,OTHER,1,0.8373,0.8373,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__911231bbbc.jpg,OTHER,1,0.6853,0.6853,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__911eb278c7.jpg,OTHER,1,0.7221,0.7221,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__914ac42267.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__917036b077.jpg,OTHER,1,0.8867,0.8867,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91706b1c1d.jpg,OTHER,1,0.8369,0.8369,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__917420f14e.jpg,OTHER,1,0.3332,0.3332,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9176e88501.jpg,OTHER,1,0.7767,0.7767,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91a555e627.jpg,OTHER,1,0.8667,0.8667,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91b126857a.jpg,OTHER,1,0.6466,0.6466,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91b3178043.jpg,OTHER,1,0.7533,0.7533,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91bb704bfc.jpg,OTHER,1,0.7859,0.7859,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91c2264706.jpg,OTHER,1,0.4911,0.4911,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91cb72eadf.jpg,OTHER,1,0.8685,0.8685,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91f903128f.jpg,OTHER,1,0.8584,0.8584,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__91fc56426f.jpg,OTHER,1,0.5355,0.5355,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9202279506.jpg,OTHER,1,0.8894,0.8894,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9215ddc386.jpg,OTHER,1,0.7545,0.7545,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9227b352e5.jpg,OTHER,1,0.8763,0.8763,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__922a29b18c.jpg,OTHER,1,0.4924,0.4924,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9233b3afc1.jpg,OTHER,1,0.8367,0.8367,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__923dac4301.jpg,OTHER,1,0.9415,0.9415,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__924f397f6e.jpg,OTHER,2,0.8277,0.5529,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9263ee09cd.jpg,OTHER,1,0.7983,0.7983,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92703732ce.jpg,OTHER,1,0.7207,0.7207,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__927483972d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92916b6937.jpg,OTHER,1,0.8134,0.8134,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92984ffb47.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__929cba6f3e.jpg,OTHER,1,0.7426,0.7426,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__929eca1bdb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92a19ff1d4.jpg,OTHER,1,0.8561,0.8561,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92adc6fcd8.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92b84d7a46.jpg,OTHER,1,0.8803,0.8803,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92cb1984d9.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92d21a989b.jpg,OTHER,1,0.8939,0.8939,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92e6ed9ac3.jpg,OTHER,1,0.6027,0.6027,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92e998e81b.jpg,OTHER,1,0.8884,0.8884,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92ed02689a.jpg,OTHER,1,0.8331,0.8331,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__92f6975f43.jpg,OTHER,1,0.8666,0.8666,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__930a0a3fc4.jpg,OTHER,1,0.8432,0.8432,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__932d447c8f.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9332938d07.jpg,OTHER,1,0.3126,0.3126,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__933c559945.jpg,OTHER,1,0.613,0.613,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9351866b9b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9359ab890d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9367249e16.jpg,OTHER,1,0.5856,0.5856,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9381cc2e7b.jpg,OTHER,1,0.8901,0.8901,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9383e2ac26.jpg,OTHER,1,0.8118,0.8118,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9398f733b6.jpg,OTHER,1,0.3778,0.3778,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__93a9466ea9.jpg,OTHER,1,0.8423,0.8423,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__93aa97caf9.jpg,OTHER,1,0.3966,0.3966,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__93b7212298.jpg,OTHER,1,0.8754,0.8754,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__93d3c01fbe.jpg,OTHER,1,0.3687,0.3687,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__93e1cfeac3.jpg,OTHER,1,0.8131,0.8131,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__93fefd2933.jpg,OTHER,1,0.3766,0.3766,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__940ecbd07f.jpg,OTHER,1,0.7041,0.7041,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__941283dcfe.jpg,OTHER,1,0.7534,0.7534,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9420efd5f8.jpg,OTHER,1,0.8217,0.8217,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94227cc3fc.jpg,OTHER,1,0.7342,0.7342,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9431166139.jpg,OTHER,2,0.7968,0.6413,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__943a8f8932.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94565fe0fb.jpg,OTHER,1,0.5493,0.5493,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94674966da.jpg,OTHER,1,0.5007,0.5007,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9477b56f52.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94800bd904.jpg,OTHER,1,0.735,0.735,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94a03fbf09.jpg,OTHER,1,0.8744,0.8744,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94a6ccbf64.jpg,OTHER,1,0.7027,0.7027,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94b9029921.jpg,OTHER,1,0.8538,0.8538,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__94e965f58b.jpg,OTHER,2,0.6295,0.5002,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__951184ec2b.jpg,OTHER,1,0.7983,0.7983,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9519497d3e.jpg,OTHER,1,0.7562,0.7562,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__951a49e12c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9529fb38b8.jpg,OTHER,1,0.833,0.833,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__953c093579.jpg,OTHER,1,0.6352,0.6352,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__953d6c362a.jpg,OTHER,1,0.5359,0.5359,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__954a8380ba.jpg,OTHER,1,0.3979,0.3979,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__957421e900.jpg,OTHER,1,0.86,0.86,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__9587437726.jpg,OTHER,1,0.575,0.575,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__958b927002.jpg,OTHER,2,0.6998,0.5892,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__959df4445a.jpg,OTHER,1,0.808,0.808,1
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__95ceebe526.jpg,OTHER,1,0.3126,0.3126,0
G:\drone\rgb_confusers_merged\images\train\svan_helicopter__95dc447548.jpg,OTHER,1,0.616,0.616,1
